1710614534	2024-03-16 19:42:14	399a	3.947
1710614534	2024-03-16 19:42:14	6aca	7.002
1710614534	2024-03-16 19:42:14	c492	1.789
1710614534	2024-03-16 19:42:14	1fa0	5.386
1710614536	2024-03-16 19:42:16	2eff	4.482
1710614536	2024-03-16 19:42:16	6aca	7.133
1710614536	2024-03-16 19:42:16	c492	1.878
1710614537	2024-03-16 19:42:17	2eff	4.791
1710614537	2024-03-16 19:42:17	6aca	7.274
1710614537	2024-03-16 19:42:17	1fa0	6.341
1710614537	2024-03-16 19:42:17	c492	1.938
1710614537	2024-03-16 19:42:17	399a	5.554
1710614537	2024-03-16 19:42:17	6aca	7.316
1710614537	2024-03-16 19:42:17	1fa0	5.924
1710614537	2024-03-16 19:42:17	c492	1.644
1710614538	2024-03-16 19:42:18	6aca	7.377
1710614538	2024-03-16 19:42:18	1fa0	5.25
1710614538	2024-03-16 19:42:18	399a	5.831
1710614538	2024-03-16 19:42:18	c492	1.293
1710614538	2024-03-16 19:42:18	1fa0	5.751
1710614538	2024-03-16 19:42:18	399a	5.822
1710614538	2024-03-16 19:42:18	6aca	5.826
1710614538	2024-03-16 19:42:18	c492	1.293
1710614539	2024-03-16 19:42:19	399a	5.658
1710614539	2024-03-16 19:42:19	6aca	5.995
1710614539	2024-03-16 19:42:19	1fa0	5.554
1710614539	2024-03-16 19:42:19	c492	1.27
1710614539	2024-03-16 19:42:19	399a	5.629
1710614539	2024-03-16 19:42:19	6aca	7.335
1710614539	2024-03-16 19:42:19	1fa0	5.311
1710614539	2024-03-16 19:42:19	c492	1.293
1710614540	2024-03-16 19:42:20	399a	4.74
1710614540	2024-03-16 19:42:20	1fa0	5.475
1710614540	2024-03-16 19:42:20	6aca	5.18
1710614540	2024-03-16 19:42:20	c492	1.312
1710614540	2024-03-16 19:42:20	399a	5.241
1710614540	2024-03-16 19:42:20	6aca	7.283
1710614540	2024-03-16 19:42:20	c492	1.312
1710614540	2024-03-16 19:42:20	1fa0	5.704
1710614540	2024-03-16 19:42:20	399a	3.704
1710614540	2024-03-16 19:42:20	6aca	5.531
1710614540	2024-03-16 19:42:20	1fa0	5.376
1710614540	2024-03-16 19:42:20	c492	1.345
1710614541	2024-03-16 19:42:21	399a	4.697
1710614541	2024-03-16 19:42:21	c492	1.33
1710614541	2024-03-16 19:42:21	6aca	4.585
1710614541	2024-03-16 19:42:21	1fa0	5.554
1710614542	2024-03-16 19:42:22	399a	3.797
1710614542	2024-03-16 19:42:22	6aca	7.438
1710614542	2024-03-16 19:42:22	c492	1.555
1710614542	2024-03-16 19:42:22	399a	4.758
1710614542	2024-03-16 19:42:22	c492	1.345
1710614543	2024-03-16 19:42:23	399a	4.299
1710614543	2024-03-16 19:42:23	c492	1.466
1710614543	2024-03-16 19:42:23	399a	5.25
1710614543	2024-03-16 19:42:23	6aca	4.505
1710614543	2024-03-16 19:42:23	1fa0	5.222
1710614543	2024-03-16 19:42:23	c492	1.934
1710614544	2024-03-16 19:42:24	399a	4.87
1710614544	2024-03-16 19:42:24	1fa0	6.857
1710614544	2024-03-16 19:42:24	c492	1.836
1710614544	2024-03-16 19:42:24	399a	4.552
1710614544	2024-03-16 19:42:24	1fa0	5.859
1710614544	2024-03-16 19:42:24	c492	1.784
1710614545	2024-03-16 19:42:25	2eff	5.794
1710614545	2024-03-16 19:42:25	c492	2.103
1710614545	2024-03-16 19:42:25	2eff	5.264
1710614545	2024-03-16 19:42:25	6aca	7.906
1710614546	2024-03-16 19:42:26	399a	5.02
1710614546	2024-03-16 19:42:26	c492	1.649
1710614546	2024-03-16 19:42:26	399a	5.03
1710614546	2024-03-16 19:42:26	1fa0	4.959
1710614546	2024-03-16 19:42:26	c492	1.607
1710614546	2024-03-16 19:42:26	399a	5.002
1710614546	2024-03-16 19:42:26	1fa0	4.997
1710614546	2024-03-16 19:42:26	c492	1.593
1710614546	2024-03-16 19:42:26	6aca	8.188
1710614547	2024-03-16 19:42:27	399a	4.992
1710614547	2024-03-16 19:42:27	6aca	8.179
1710614547	2024-03-16 19:42:27	c492	1.625
1710614547	2024-03-16 19:42:27	1fa0	4.941
1710614548	2024-03-16 19:42:28	399a	4.969
1710614548	2024-03-16 19:42:28	6aca	8.239
1710614548	2024-03-16 19:42:28	1fa0	4.955
1710614548	2024-03-16 19:42:28	c492	1.649
1710614551	2024-03-16 19:42:31	6aca	8.68
1710614551	2024-03-16 19:42:31	399a	4.88
1710614551	2024-03-16 19:42:31	1fa0	5.048
1710614551	2024-03-16 19:42:31	c492	1.639
1710614551	2024-03-16 19:42:31	399a	4.289
1710614551	2024-03-16 19:42:31	c492	1.668
1710614551	2024-03-16 19:42:31	6aca	8.713
1710614551	2024-03-16 19:42:31	1fa0	5.016
1710614556	2024-03-16 19:42:36	399a	3.409
1710614556	2024-03-16 19:42:36	a304	5.142
1710614556	2024-03-16 19:42:36	1fa0	4.81
1710614556	2024-03-16 19:42:36	c492	1.429
1710614558	2024-03-16 19:42:38	399a	4.829
1710614558	2024-03-16 19:42:38	6aca	4.641
1710614558	2024-03-16 19:42:38	c492	1.733
1710614558	2024-03-16 19:42:38	1fa0	4.449
1710614563	2024-03-16 19:42:43	399a	5.02
