1710618646	4.655
1710618647	4.655
1710618648	4.008
1710618649	3.694
1710618650	3.694
1710618651	5.709
1710618652	5.077
1710618653	5.077
1710618654	-1
1710618655	-1
1710618656	-1
1710618657	4.153
1710618658	4.153
1710618659	-1
1710618660	-1
1710618661	-1
1710618662	4.514
1710618663	4.514
1710618664	-1
1710618665	-1
1710618666	-1
1710618667	3.666
1710618668	3.666
1710618669	-1
1710618670	-1
1710618671	-1
1710618672	3.962
1710618673	3.962
1710618674	-1
1710618675	-1
1710618676	-1
1710618677	4.28
1710618678	4.28
1710618679	-1
1710618680	-1
1710618681	-1
1710618682	4.697
1710618683	4.697
1710618684	-1
1710618685	-1
1710618686	-1
1710618687	4.978
1710618688	4.978
1710618689	-1
1710618690	-1
1710618691	-1
1710618692	3.91
1710618693	3.91
1710618694	-1
1710618695	-1
1710618696	-1
1710618697	4.195
1710618698	4.195
1710618699	4.552
1710618700	5.095
1710618701	5.095
1710618702	4.299
1710618703	4.299
1710618704	4.73
1710618705	4.866
1710618706	-1
1710618707	-1
1710618708	-1
1710618709	-1
1710618710	-1
1710618711	-1
1710618712	-1
1710618713	-1
1710618714	-1
1710618715	-1
1710618716	-1
1710618717	-1
1710618718	-1
1710618719	-1
1710618720	-1
1710618721	-1
1710618722	5.072
1710618723	5.072
1710618724	-1
1710618725	-1
1710618726	-1
1710618727	-1
1710618728	-1
1710618729	-1
1710618730	-1
1710618731	-1
1710618732	4.664
1710618733	4.664
1710618734	-1
1710618735	-1
1710618736	-1
1710618737	-1
1710618738	-1
1710618739	-1
1710618740	-1
1710618741	-1
1710618742	5.077
1710618743	5.077
1710618744	-1
1710618745	-1
1710618746	-1
1710618747	4.299
1710618748	4.299
1710618749	-1
1710618750	-1
1710618751	-1
1710618752	4.303
1710618753	4.303
1710618754	-1
1710618755	-1
1710618756	-1
1710618757	4.289
1710618758	4.289
1710618759	-1
1710618760	-1
1710618761	3.966
1710618824	4.838
1710618825	-1
1710618826	-1
1710618827	-1
1710618828	4.81
1710618829	4.81
1710618830	-1
1710618831	-1
1710618832	-1
1710618833	-1
1710618834	4.824
1710618835	4.824
1710618836	-1
1710618837	-1
1710618838	-1
1710618839	4.81
1710618840	4.81
1710618841	-1
1710618842	-1
1710618843	-1
1710618844	4.571
1710618845	4.571
1710618846	-1
1710618847	-1
1710618848	-1
1710618849	4.622
1710618850	4.622
1710618851	-1
1710618852	-1
1710618853	-1
1710618854	4.585
1710618855	4.585
1710618856	-1
1710618857	-1
1710618858	4.571
1710618859	4.571
1710618860	-1
1710618861	-1
1710618862	-1
1710618863	-1
1710618864	4.599
1710618865	4.599
1710618866	4.364
1710618867	4.27
1710618868	4.27
1710618869	4.247
1710618870	4.247
1710618871	4.327
1710618872	-1
1710618873	-1
1710618874	-1
1710618875	-1
1710618876	4.266
1710618877	4.266
1710618878	-1
1710618879	-1
1710618880	-1
1710618881	4.514
1710618882	4.514
1710618883	-1
1710618884	-1
1710618885	-1
1710618886	-1
1710618887	-1
1710618888	5.484
1710618889	5.484
1710618890	-1
1710618891	-1
1710618892	5.877
1710618893	5.877
1710618894	-1
1710618895	-1
1710618896	6.168
1710618897	6.168
1710618898	-1
1710618899	-1
1710618900	-1
1710618901	-1
1710618902	-1
1710618903	-1
1710618904	-1
1710618905	-1
1710618906	-1
1710618907	-1
1710618908	-1
1710618909	5.371
1710618910	5.371
1710618911	-1
1710618912	-1
1710618913	-1
1710618914	5.067
1710618915	5.067
1710618916	-1
1710618917	-1
1710618918	-1
1710618919	5.349
1710618920	5.349
1710618921	-1
1710618922	-1
1710618923	-1
1710618924	5.69
1710618925	5.69
1710618926	-1
1710618927	-1
1710618928	-1
1710618929	5.934
1710618930	5.934
1710618931	-1
1710618932	-1
1710618933	5.376
1710618934	5.376
1710618935	-1
1710618936	4.768
1710618937	4.768
1710618938	-1
1710618939	-1
1710618940	-1
1710618941	-1
1710618942	-1
1710618943	4.754
1710618944	4.754
1710618945	-1
1710618946	-1
1710618947	-1
1710618948	4.716
1710618949	4.716
1710618950	-1
1710618951	-1
1710618952	-1
1710618953	4.693
1710618954	4.693
1710618955	-1
1710618956	4.843
1710618957	4.843
1710618958	-1
1710618959	-1
1710618960	-1
1710618961	-1
1710618962	-1
1710618963	5.034
1710618964	5.034
1710618965	-1
1710618966	-1
1710618967	-1
1710618968	4.749
1710618969	4.749
1710618970	-1
1710618971	-1
1710618972	-1
1710618973	4.711
1710618974	4.711
1710618975	-1
1710618976	-1
1710618977	-1
1710618978	-1
1710618979	-1
1710618980	-1
1710618981	-1
1710618982	4.959
1710618983	4.959
1710618984	-1
1710618985	5.625
1710618986	5.625
1710618987	-1
1710618988	-1
1710618989	3.54
1710618990	3.54
1710618991	4.313
1710618992	5.245
1710618993	5.245
1710618994	-1
1710619050	4.037
1710619051	-1
1710619052	-1
1710619053	-1
1710619054	4.369
1710619055	4.369
1710619056	-1
1710619057	-1
1710619058	-1
1710619059	3.592
1710619060	3.592
1710619061	-1
1710619062	-1
1710619063	-1
1710619064	4.589
1710619065	4.589
1710619066	-1
1710619067	-1
1710619068	-1
1710619069	4.28
1710619070	4.28
1710619071	-1
1710619072	-1
1710619073	-1
1710619074	4.421
1710619075	4.421
1710619076	-1
1710619077	-1
1710619078	-1
1710619079	4.805
1710619080	4.805
1710619081	-1
1710619082	-1
1710619083	-1
1710619084	4.519
1710619085	4.519
1710619086	-1
1710619087	-1
1710619088	-1
1710619089	5.302
1710619090	5.302
1710619091	-1
1710619092	-1
1710619093	4.074
1710619094	4.074
1710619095	4.051
1710619096	4.051
1710619097	4.618
1710619098	5.733
1710619099	5.765
1710619100	4.496
1710619101	4.496
1710619102	5.002
1710619103	5.002
1710619104	-1
1710619105	-1
1710619106	-1
1710619107	-1
1710619108	3.872
1710619109	3.128
1710619110	3.128
1710619111	4.843
1710619112	5.02
1710619113	5.02
1710619114	-1
1710619115	-1
1710619116	-1
1710619117	-1
1710619118	4.646
1710619119	4.646
1710619120	-1
1710619121	-1
1710619122	-1
1710619123	4.608
1710619124	4.608
1710619125	-1
1710619126	-1
1710619127	-1
1710619128	4.51
1710619129	4.51
1710619130	-1
1710619131	-1
1710619132	-1
1710619133	4.838
1710619134	4.838
1710619135	-1
1710619136	-1
1710619137	-1
1710619138	4.575
1710619139	4.575
1710619140	-1
1710619141	-1
1710619142	-1
1710619143	4.791
1710619144	4.791
1710619145	-1
1710619146	-1
1710619147	-1
1710619148	-1
1710619149	4.898
1710619150	4.898
1710619151	-1
1710619152	-1
1710619153	5.283
1710619154	5.283
1710619155	-1
1710619156	-1
1710619157	-1
1710619158	-1
1710619159	4.364
1710619160	4.364
1710619161	-1
1710619162	-1
1710619163	-1
1710619164	3.75
1710619165	3.75
1710619166	-1
1710619167	-1
1710619168	-1
1710619169	-1
1710619170	-1
1710619171	-1
1710619172	-1
1710619173	4.763
1710619174	4.763
1710619175	-1
1710619176	-1
1710619177	-1
1710619178	-1
1710619179	4.369
1710619180	4.369
1710619181	-1
1710619182	-1
1710619183	-1
1710619184	4.317
1710619185	4.317
1710619186	-1
1710619187	-1
