315577975	1980-01-01 13:32:55	off
315577976	1980-01-01 13:32:56	on
315577977	1980-01-01 13:32:57	off
315578007	1980-01-01 13:33:27	on
315578009	1980-01-01 13:33:29	off
315578023	1980-01-01 13:33:43	on
315578029	1980-01-01 13:33:49	off
315578077	1980-01-01 13:34:37	on
315578078	1980-01-01 13:34:38	off
315578090	1980-01-01 13:34:50	on
315578094	1980-01-01 13:34:54	off
315578160	1980-01-01 13:36:00	on
315578162	1980-01-01 13:36:02	off
315578164	1980-01-01 13:36:04	on
315578165	1980-01-01 13:36:05	off
315578198	1980-01-01 13:36:38	on
