1710098652	5.156
1710098653	-1
1710098654	-1
1710098655	-1
1710098656	5.166
1710098657	5.166
1710098658	-1
1710098659	-1
1710098660	-1
1710098661	5.18
1710098662	5.18
1710098663	-1
1710098664	-1
1710098665	-1
1710098666	5.18
1710098667	5.18
1710098668	-1
1710098669	-1
1710098670	-1
1710098671	5.189
1710098672	5.189
1710098673	-1
1710098674	-1
1710098675	-1
1710098676	5.138
1710098677	5.138
1710098678	-1
1710098679	-1
1710098680	-1
1710098681	6.182
1710098682	6.182
1710098683	-1
1710098684	-1
1710098685	-1
1710098686	6.768
1710098687	6.768
1710098688	-1
1710098689	-1
1710098690	-1
1710098691	6.58
1710098692	6.58
1710098693	-1
1710098694	6.759
1710098695	6.759
1710098696	-1
1710098697	5.948
1710098698	5.948
1710098699	-1
1710098700	-1
1710098701	-1
1710098702	5.981
1710098703	5.981
1710098704	-1
1710098705	-1
1710098706	-1
1710098707	-1
1710098708	-1
1710098709	5.952
1710098710	5.952
1710098711	-1
1710098712	-1
1710098713	-1
1710098714	5.976
1710098715	5.976
1710098716	-1
1710098717	-1
1710098718	-1
1710098719	6.037
1710098720	6.037
1710098721	-1
1710098722	-1
1710098723	-1
1710098724	6.042
1710098725	6.042
1710098726	-1
1710098727	-1
1710098728	-1
1710098729	6.444
1710098730	6.444
1710098731	-1
1710098732	-1
1710098733	-1
1710098734	6.379
1710098735	6.379
1710098736	-1
1710098737	-1
1710098738	-1
1710098739	6.36
1710098740	6.36
1710098741	-1
1710098742	-1
1710098743	-1
1710098744	6.365
1710098745	6.365
1710098746	-1
1710098747	-1
1710098748	-1
1710098749	5.522
1710098750	5.522
1710098751	-1
1710098752	-1
1710098753	-1
1710098754	5.91
1710098755	5.91
1710098756	-1
1710098757	-1
1710098758	-1
1710098759	5.896
1710098760	5.896
1710098761	-1
1710098762	5.915
1710098763	5.915
1710098764	-1
1710098765	-1
1710098766	-1
1710098767	-1
1710098768	-1
1710098769	5.803
1710098770	5.803
1710098771	-1
1710098772	-1
1710098773	-1
1710098774	5.808
1710098775	5.808
1710098776	-1
1710098777	-1
1710098778	-1
1710098779	5.479
1710098780	5.479
1710098781	-1
1710098782	-1
1710098783	-1
1710098784	4.721
1710098785	4.721
1710098786	-1
1710098787	-1
1710098788	-1
1710098789	4.725
1710098790	4.725
1710098791	-1
1710098792	-1
1710098793	-1
1710098794	5.522
1710098795	5.522
1710098796	-1
1710098797	-1
1710098798	-1
1710098799	-1
1710098800	-1
1710098801	5.048
1710098802	5.048
1710098803	-1
1710098804	5.1
1710098805	5.1
1710098806	-1
1710098807	-1
1710098808	-1
1710098809	4.941
1710098810	4.941
1710098811	-1
1710098812	5.357
