1710614521	2024-03-16 19:42:01	off
1710614544	2024-03-16 19:42:24	on
1710614545	2024-03-16 19:42:25	off
1710614556	2024-03-16 19:42:36	on
1710614557	2024-03-16 19:42:37	off
1710614559	2024-03-16 19:42:39	on
1710614560	2024-03-16 19:42:40	off
1710614594	2024-03-16 19:43:14	on
1710614596	2024-03-16 19:43:16	off
1710614604	2024-03-16 19:43:24	on
1710614608	2024-03-16 19:43:28	off
1710614609	2024-03-16 19:43:29	on
1710614614	2024-03-16 19:43:34	off
1710614646	2024-03-16 19:44:06	on
1710614652	2024-03-16 19:44:12	off
1710614659	2024-03-16 19:44:19	on
1710614664	2024-03-16 19:44:24	off
1710614697	2024-03-16 19:44:57	on
1710614699	2024-03-16 19:44:59	off
1710614705	2024-03-16 19:45:05	on
1710614714	2024-03-16 19:45:14	off
1710614724	2024-03-16 19:45:24	on
