1710621078	-1
1710621079	-1
1710621080	-1
1710621081	-1
1710621082	-1
1710621083	-1
1710621084	-1
1710621085	5.189
1710621086	5.189
1710621087	-1
1710621088	4.754
1710621089	4.754
1710621090	-1
1710621091	-1
1710621092	-1
1710621093	4.772
1710621094	4.772
1710621095	-1
1710621096	-1
1710621097	-1
1710621098	-1
1710621099	-1
1710621100	-1
1710621101	-1
1710621102	-1
1710621103	4.791
1710621104	4.791
1710621105	-1
1710621106	-1
1710621107	-1
1710621108	4.725
1710621109	4.725
1710621110	-1
1710621111	-1
1710621112	-1
1710621113	4.725
1710621114	4.725
1710621115	-1
1710621116	-1
1710621117	-1
1710621118	4.749
1710621119	4.749
1710621120	-1
1710621121	-1
1710621122	-1
1710621123	-1
1710621124	-1
1710621125	-1
1710621126	4.772
1710621127	4.772
1710621128	-1
1710621129	-1
1710621130	-1
1710621131	4.796
1710621132	4.796
1710621133	-1
1710621134	-1
1710621135	-1
1710621136	4.777
1710621137	4.777
1710621138	4.777
1710621139	4.777
1710621140	-1
1710621141	-1
1710621142	-1
1710621143	4.786
1710621144	4.786
1710621145	-1
1710621146	-1
1710621147	-1
1710621148	-1
1710621149	-1
1710621150	-1
1710621151	-1
1710621152	-1
1710621153	-1
1710621154	-1
1710621155	-1
1710621156	-1
1710621157	-1
1710621158	-1
1710621159	-1
1710621160	-1
1710621161	-1
1710621162	-1
1710621163	-1
1710621164	-1
1710621165	-1
1710621166	-1
1710621167	-1
1710621168	4.754
1710621169	4.754
1710621170	-1
1710621171	-1
1710621172	-1
1710621173	-1
1710621174	-1
1710621175	-1
1710621176	4.772
1710621177	4.772
1710621178	-1
1710621179	-1
1710621180	-1
1710621181	4.754
1710621182	4.754
1710621183	-1
1710621184	-1
1710621185	-1
1710621186	4.725
1710621187	4.725
1710621188	-1
1710621189	-1
1710621190	-1
1710621191	4.81
1710621192	4.81
1710621193	-1
1710621194	4.73
1710621195	4.73
1710621196	-1
1710621197	-1
1710621198	4.74
1710621199	4.74
1710621200	-1
1710621201	-1
1710621202	-1
1710621203	-1
1710621204	4.749
1710621205	4.749
1710621206	-1
1710621207	-1
1710621208	4.744
1710621209	4.744
1710621210	-1
1710621211	-1
1710621212	-1
1710621213	-1
1710621214	4.744
1710621215	4.744
1710621216	-1
1710621217	-1
1710621218	4.763
1710621219	4.763
1710621220	-1
1710621221	-1
1710621222	-1
1710621223	-1
1710621224	4.768
1710621225	4.768
1710621226	-1
1710621227	-1
1710621228	-1
1710621229	4.73
1710621230	4.73
1710621231	-1
1710621232	-1
1710621233	-1
1710621234	4.66
1710621235	4.561
1710621236	4.519
1710621237	4.219
1710621238	4.121
1710621239	4.074
1710621240	3.783
1710621241	3.699
1710621242	3.358
1710621243	3.358
1710621244	3.423
1710621245	3.362
1710621246	3.311
1710621247	3.273
1710621248	3.255
1710621249	3.255
1710621250	3.615
1710621251	3.601
1710621252	3.601
1710621253	3.624
1710621254	3.61
1710621255	3.61
1710621256	3.629
1710621257	3.629
1710621258	-1
1710621259	-1
1710621260	-1
1710621261	3.615
1710621262	3.615
1710621263	-1
1710621264	-1
1710621265	-1
1710621266	3.62
1710621267	3.399
1710621268	3.344
